first_name,last_name,baker_age,baker_occupation,hometown,series,episode,signature_bake,show_stopper,result,technical
Cathryn,Dresser,27,Shop assistant,"Pease Pottage, West Sussex",3,5,Full English Wellington,Chocolate and Peanut Butter Pumpkin Pie,IN,1
Danny,Bryden,45,Intensive care consultant,Sheffield,3,5,"Chickpea, Spinach & Mushroom Wellington",Trick or Treat Pumpkin Pie,IN,7
James,Morton,21,Medical student,"Hillswick, Shetland Islands",3,5,Four Pig Wellington,Sweet Potato Pie,IN,6
John,Whaite,22,Law student,Wigan,3,5,Venison and Haggis Wellington,Star-Spangled Pecan Pie,IN,2
Manisha,Parmar,27,Nursery nurse,Leicester,3,5,Lamb Wellington with Rosemary and Mint,Banana Scotch Pie,OUT,5
Natasha,Stringer,36,Midwife,"Tamworth, Staffordshire",3,5,NA,NA,NA,NA
Peter,Maloney,43,Sales manager,"Windsor, Berkshire",3,5,NA,NA,NA,NA
Ryan,Chong,38,Photographer,Bristol,3,5,Curry Spiced Seabass Wellington,Key Lime Pie,STAR BAKER,8
Sarah-Jane,Willis,28,Vicar's wife,"Bewbush, West Sussex",3,5,Beef Wellington with Parma Ham and Gorgonzola Cheese,Chocolate and Banana Cream Pie,IN,4
Stuart,Marston-Smith,26,PE teacher,"Lichfield, Staffordshire",3,5,NA,NA,NA,NA
Victoria,Chester,50,CEO of the charity Plantlife,Somerset,3,5,NA,NA,NA,NA
Brendan,Lynch,63,Recruitment consultant,Sutton Coldfield,3,6,"Rhubarb, Strawberry and Ginger Puddings
Sticky Toffee Puddings","Spinach, Cheese and Walnut Strudel",STAR BAKER,1
Cathryn,Dresser,27,Shop assistant,"Pease Pottage, West Sussex",3,6,"Chocolate Walnut Whip Puddings
Elderflower Sponges",Roasted Vegetable Couscous and Sheep Cheese Strudel,IN,3
Danny,Bryden,45,Intensive care consultant,Sheffield,3,6,Banoffee Puddings with Walnut Butterscotch SauceJubilee Chocolate Fondants,"Leek, Potato, Pistachio and Gruyère Strudel",IN,2
James,Morton,21,Medical student,"Hillswick, Shetland Islands",3,6,Banana and Clove PuddingsClootie Dumplings,"Strawberry, Rhubarb and Ginger Strudel",IN,7
John,Whaite,22,Law student,Wigan,3,6,Spicy Toffee PuddingsRaspberry and White Chocolate Puddings,Did not complete due to injury,IN,5
Manisha,Parmar,27,Nursery nurse,Leicester,3,6,NA,NA,NA,NA
Natasha,Stringer,36,Midwife,"Tamworth, Staffordshire",3,6,NA,NA,NA,NA
Peter,Maloney,43,Sales manager,"Windsor, Berkshire",3,6,NA,NA,NA,NA
Ryan,Chong,38,Photographer,Bristol,3,6,Chocolate FondantsSticky Ginger and Date Puddings,"Apple, Sour Cherry, Raisin and Mixed Nuts Strudel",IN,6
Sarah-Jane,Willis,28,Vicar's wife,"Bewbush, West Sussex",3,6,Sticky Toffee PuddingsGranny's Saucy Lemon Puddings,Sweet Strudel with Sour Cherries,IN,4
Stuart,Marston-Smith,26,PE teacher,"Lichfield, Staffordshire",3,6,NA,NA,NA,NA
Victoria,Chester,50,CEO of the charity Plantlife,Somerset,3,6,NA,NA,NA,NA
Brendan,Lynch,63,Recruitment consultant,Sutton Coldfield,3,7,Chelsea Bunskis,Black Forest Christmas Stollen,IN,4
Cathryn,Dresser,27,Shop assistant,"Pease Pottage, West Sussex",3,7,Lady Arundel's Manchet Buns,Bonfire Night Tear 'n' Share Brioche,IN,5
Danny,Bryden,45,Intensive care consultant,Sheffield,3,7,Bakewell Chelsea Buns,European Christmas Wreath,STAR BAKER,2
James,Morton,21,Medical student,"Hillswick, Shetland Islands",3,7,Easter Chelsea Buns,Whisky Kugelhopf-Brioche Baba,IN,1
John,Whaite,22,Law student,Wigan,3,7,Cherry and Almond Saffron Buns,Marzipan Stollen,IN,3
Manisha,Parmar,27,Nursery nurse,Leicester,3,7,NA,NA,NA,NA
Natasha,Stringer,36,Midwife,"Tamworth, Staffordshire",3,7,NA,NA,NA,NA
Peter,Maloney,43,Sales manager,"Windsor, Berkshire",3,7,NA,NA,NA,NA
Ryan,Chong,38,Photographer,Bristol,3,7,Lardy Cakes,Char Siu Bao,OUT,6
Sarah-Jane,Willis,28,Vicar's wife,"Bewbush, West Sussex",3,7,"Orange, Nutmeg and Saffron Buns",Sour Cherry and Dark Chocolate Christmas Plait,OUT,7
Stuart,Marston-Smith,26,PE teacher,"Lichfield, Staffordshire",3,7,NA,NA,NA,NA
Victoria,Chester,50,CEO of the charity Plantlife,Somerset,3,7,NA,NA,NA,NA
Brendan,Lynch,63,Recruitment consultant,Sutton Coldfield,3,8,Multi-Seed Savoury Crackers,Fantasy Gingerbread Bird House,IN,2
Cathryn,Dresser,27,Shop assistant,"Pease Pottage, West Sussex",3,8,Cheese and Pickle Crackers,Gingerbread Buckingham Palace,OUT,5
Danny,Bryden,45,Intensive care consultant,Sheffield,3,8,Spiced Almond Drinks Crackers,Gingerbread Big Ben,IN,4
James,Morton,21,Medical student,"Hillswick, Shetland Islands",3,8,"Smoky Cayenne, Cumin and Chilli Crackers",Gingerbread Barn,STAR BAKER,1
John,Whaite,22,Law student,Wigan,3,8,Asian Spice Crackers,Gingerbread Roman Coliseum,IN,3
Manisha,Parmar,27,Nursery nurse,Leicester,3,8,NA,NA,NA,NA
Natasha,Stringer,36,Midwife,"Tamworth, Staffordshire",3,8,NA,NA,NA,NA
Peter,Maloney,43,Sales manager,"Windsor, Berkshire",3,8,NA,NA,NA,NA
Ryan,Chong,38,Photographer,Bristol,3,8,NA,NA,NA,NA
Sarah-Jane,Willis,28,Vicar's wife,"Bewbush, West Sussex",3,8,NA,NA,NA,NA
Stuart,Marston-Smith,26,PE teacher,"Lichfield, Staffordshire",3,8,NA,NA,NA,NA
Victoria,Chester,50,CEO of the charity Plantlife,Somerset,3,8,NA,NA,NA,NA
Brendan,Lynch,63,Recruitment consultant,Sutton Coldfield,3,9,Coffee Meringue and Hazelnut CreamsApricot and Pistachio FriandsLime Curd Choux Pastry Cygnets,Gateau St. Honoré,IN,3
Cathryn,Dresser,27,Shop assistant,"Pease Pottage, West Sussex",3,9,NA,NA,NA,NA
Danny,Bryden,45,Intensive care consultant,Sheffield,3,9,Blackberry and Peppermint MacaroonsMiniature Raspberry and Basil FinanciersOrange and White Chocolate Langues de Chat,Rosewater and Lychee St. Honoré,OUT,4
James,Morton,21,Medical student,"Hillswick, Shetland Islands",3,9,"Lemon and Rhubarb TartletsChocolate Indulgence Petits FoursChilli, Lime and Raspberry Macaroons","Coffee, Caramel and Hazelnut Paris-Brest",STAR BAKER,1
John,Whaite,22,Law student,Wigan,3,9,Lemon MadeleinesWhite Chocolate and Raspberry TartletsDark Chocolate and Cherry Macaroons,Gateau St. Honoré a la Passion,IN,2
Manisha,Parmar,27,Nursery nurse,Leicester,3,9,NA,NA,NA,NA
Natasha,Stringer,36,Midwife,"Tamworth, Staffordshire",3,9,NA,NA,NA,NA
Peter,Maloney,43,Sales manager,"Windsor, Berkshire",3,9,NA,NA,NA,NA
Ryan,Chong,38,Photographer,Bristol,3,9,NA,NA,NA,NA
Sarah-Jane,Willis,28,Vicar's wife,"Bewbush, West Sussex",3,9,NA,NA,NA,NA
Stuart,Marston-Smith,26,PE teacher,"Lichfield, Staffordshire",3,9,NA,NA,NA,NA
Victoria,Chester,50,CEO of the charity Plantlife,Somerset,3,9,NA,NA,NA,NA
Brendan,Lynch,63,Recruitment consultant,Sutton Coldfield,3,10,Potato and Pepper Pithivier,Family Reunion Chiffon Cake,Runner-up,2
Cathryn,Dresser,27,Shop assistant,"Pease Pottage, West Sussex",3,10,NA,NA,NA,NA
Danny,Bryden,45,Intensive care consultant,Sheffield,3,10,NA,NA,NA,NA
James,Morton,21,Medical student,"Hillswick, Shetland Islands",3,10,Spanish Pithivier with Chorizo and Red Pepper,United Chiffon Cakes,Runner-up,1
John,Whaite,22,Law student,Wigan,3,10,Italian Sausage and Roasted Vegetable Pithivier,Heaven and Hell Chiffon Cake,WINNER,2
Manisha,Parmar,27,Nursery nurse,Leicester,3,10,NA,NA,NA,NA
Natasha,Stringer,36,Midwife,"Tamworth, Staffordshire",3,10,NA,NA,NA,NA
Peter,Maloney,43,Sales manager,"Windsor, Berkshire",3,10,NA,NA,NA,NA
Ryan,Chong,38,Photographer,Bristol,3,10,NA,NA,NA,NA
Sarah-Jane,Willis,28,Vicar's wife,"Bewbush, West Sussex",3,10,NA,NA,NA,NA
Stuart,Marston-Smith,26,PE teacher,"Lichfield, Staffordshire",3,10,NA,NA,NA,NA
Victoria,Chester,50,CEO of the charity Plantlife,Somerset,3,10,NA,NA,NA,NA
Ali,Imdad,25,Charity worker,"Saltley, Birmingham",4,1,Rose and Pistachio Cake,"Chocolate, Raspberry and Passion Fruit Engagement Cake",IN,11
Beca,Lyne-Pirkis,31,Military Wives' Choir Singer,"Aldershot, Hampshire",4,1,Grapefruit Sandwich Cake,Chocolate Cherry Indulgence,IN,8
Christine,Wallace,66,Director of an engraving company,"Didcot, Oxfordshire",4,1,"Strawberry, Vanilla and Rosewater Summer Basket",Chocolate and Orange 'Fripperous' Hat Cake,IN,3
Deborah,Manger,51,Dentist,Peterborough,4,1,Pineapple Cake,'Coffee Time',IN,9
Frances,Quinn,31,Children's Clothes Designer,"Market Harborough, Leicestershire",4,1,Giant Jam Sandwich,Secret Squirrel Cake,IN,7
Glenn,Cosby,37,English Teacher,"Teignmouth, Devon",4,1,Strawberries and Cream Cake,Almond and Espresso Chocolate Cake,IN,4
Howard,Middleton,51,Council Worker,Sheffield,4,1,Passion Fruit and Coconut Cake,Black Forest Revisited,IN,6
Kimberley,Wilson,30,Psychologist,London,4,1,Blood Orange Cake,"Chocolate, Raspberry & Basil Layer Cake",IN,10
Lucy,Bellamy,38,Horticulturist,"Grimsby, Lincolnshire",4,1,Timperley Early Cake,Thyme 'Wildwood' Cake,IN,2
Mark,Onley,37,Carpenter and Kitchen Fitter,Milton Keynes,4,1,Lemon and Poppy Seed Cake,Chocolate Monster,IN,5
Robert,Smart,54,Space Satellite Designer,"Melbourn, Cambridgeshire",4,1,Pecan and Apple Cake,Raspberry Chocolate Cake,STAR BAKER,1
Ruby,Tandoh,20,History of Art and Philosophy Student,"Southend, Essex",4,1,Rhubarb and Custard Sandwich Cake,Chocolate and Ginger Night Sky Cake,IN,12
Toby,Waterworth,30,Web Programmer,"Reading, Berkshire",4,1,Spiced and Iced Carrot Cake,Two Tiered Chocolate Cake,OUT,13
Ali,Imdad,25,Charity worker,"Saltley, Birmingham",4,2,Italian Grissini,Sweet and Savoury Yin Yang Bread,IN,9
Beca,Lyne-Pirkis,31,Military Wives' Choir Singer,"Aldershot, Hampshire",4,2,Fennel and Chilli Breadsticks,Five Strand Christmas Wreath,IN,11
Christine,Wallace,66,Director of an engraving company,"Didcot, Oxfordshire",4,2,Mediterranean Breadsticks with Oregano,Double Plaited Loaf,IN,4
Deborah,Manger,51,Dentist,Peterborough,4,2,Fennel & Chilli Breadsticks,Walnut Fleur Loaf,IN,8
Frances,Quinn,31,Children's Clothes Designer,"Market Harborough, Leicestershire",4,2,Giant Matchsticks,Sailor's Knot,IN,2
Glenn,Cosby,37,English Teacher,"Teignmouth, Devon",4,2,Rosemary and Parmesan Grissini,Harvest Crown,IN,7
Howard,Middleton,51,Council Worker,Sheffield,4,2,Moroccan Breadsticks,Picasso Sun Bread,IN,10
Kimberley,Wilson,30,Psychologist,London,4,2,Nigella Seed and Parmesan Breadsticks,Peace Bread,IN,1
Lucy,Bellamy,38,Horticulturist,"Grimsby, Lincolnshire",4,2,Grissini with Salt,Roast Tomato Bread,OUT,12
Mark,Onley,37,Carpenter and Kitchen Fitter,Milton Keynes,4,2,Rosemary & Raisin Breadsticks,Sage & Garlic Plait,IN,6
Robert,Smart,54,Space Satellite Designer,"Melbourn, Cambridgeshire",4,2,Twisty Rye Bread Sticks,Tribute Loaf,IN,5
Ruby,Tandoh,20,History of Art and Philosophy Student,"Southend, Essex",4,2,Mexican Breadsticks,White Chocolate and Orange Peacock Bread,STAR BAKER,3
Toby,Waterworth,30,Web Programmer,"Reading, Berkshire",4,2,NA,NA,NA,NA
Ali,Imdad,25,Charity worker,"Saltley, Birmingham",4,3,"Coconut, Raspberry and Lemon Meringue Trifle",Vanilla Latte Mini CakesLime & Mint Shortbread Pops,IN,5
Beca,Lyne-Pirkis,31,Military Wives' Choir Singer,"Aldershot, Hampshire",4,3,Orange and Ginger Trifle,Limoncello and Blueberry BurstsMillionaire Shortbread,IN,10
Christine,Wallace,66,Director of an engraving company,"Didcot, Oxfordshire",4,3,Caribbean Pina Colada Trifle,Ninety-NinersSachertorte Parcels,STAR BAKER,4
Deborah,Manger,51,Dentist,Peterborough,4,3,Tropical Trifle*,Canelé Cherry and Chocolate CakesRose Cookies,OUT,9
Frances,Quinn,31,Children's Clothes Designer,"Market Harborough, Leicestershire",4,3,Apple and Blackberry Crumble Trifle,'Ballet Bites' Ginger NutcrackersSugar Plum Fairy Cakes,IN,8
Glenn,Cosby,37,English Teacher,"Teignmouth, Devon",4,3,Raspberry and Almond Trifle,Billionaire BouchéesOrange Financiers,IN,1
Howard,Middleton,51,Council Worker,Sheffield,4,3,Caramel and Apple Trifle*,Black Coffee and Cardamom CakesWhite Stilton and Pear Biscuits,IN,7
Kimberley,Wilson,30,Psychologist,London,4,3,"Peach, Almond and Ginger Trifle",Chocolate Pistachio FinanciersLemon Bergamot Biscuits,IN,6
Lucy,Bellamy,38,Horticulturist,"Grimsby, Lincolnshire",4,3,NA,NA,NA,NA
Mark,Onley,37,Carpenter and Kitchen Fitter,Milton Keynes,4,3,"Ginger, Mango and Passion Fruit Trifle",Rose and Pistachio MacaroonsChocolate and Raspberry Bites,OUT,11
Robert,Smart,54,Space Satellite Designer,"Melbourn, Cambridgeshire",4,3,Rhubarb and Orange Trifle,Almond FriandsTurǫn Macaroons,IN,2
Ruby,Tandoh,20,History of Art and Philosophy Student,"Southend, Essex",4,3,Desert Island Trifle,Lemon Shortbread and White Chocolate SeashellsBlackberry and Chocolate Layer Cakes,IN,3
Toby,Waterworth,30,Web Programmer,"Reading, Berkshire",4,3,NA,NA,NA,NA
Ali,Imdad,25,Charity worker,"Saltley, Birmingham",4,4,Apple and Ginger Pie with a Pecan and Walnut Shortcrust Pastry,"Orange, Cardamom and Date M'Hanncha",OUT,8
Beca,Lyne-Pirkis,31,Military Wives' Choir Singer,"Aldershot, Hampshire",4,4,Mamgu's Cherry-Apple Tart,Moroccan Vegetable Filo Feast,IN,2
Christine,Wallace,66,Director of an engraving company,"Didcot, Oxfordshire",4,4,"Granny Rogers' Apple, Plum & Cinnamon Country Pie",Roasted Vegetable Filo Pie with Feta Cheese,IN,7
Deborah,Manger,51,Dentist,Peterborough,4,4,NA,NA,NA,NA
Frances,Quinn,31,Children's Clothes Designer,"Market Harborough, Leicestershire",4,4,Peach Pie In the Sky,Cherry Tree Baklava Filo Pie,IN,1
Glenn,Cosby,37,English Teacher,"Teignmouth, Devon",4,4,Apple & Maple Syrup Pie,Spanakopita (Walnut and Feta Cheese),IN,9
Howard,Middleton,51,Council Worker,Sheffield,4,4,Apple Pie with Sage Pastry,Fresh Fig and Feta Filo Flan,IN,5
Kimberley,Wilson,30,Psychologist,London,4,4,Pecan and Rosemary Caramel Apple Pie,"Chicken, Bacon and Butternut Squash Pie",STAR BAKER,4
Lucy,Bellamy,38,Horticulturist,"Grimsby, Lincolnshire",4,4,NA,NA,NA,NA
Mark,Onley,37,Carpenter and Kitchen Fitter,Milton Keynes,4,4,NA,NA,NA,NA
Robert,Smart,54,Space Satellite Designer,"Melbourn, Cambridgeshire",4,4,Apple and Pear Pie with Thyme,Spanakopita with St George's Mushrooms,IN,3
Ruby,Tandoh,20,History of Art and Philosophy Student,"Southend, Essex",4,4,Apple and Marzipan Pie,"Rose, Almond and Raspberry Filo Pie",IN,6
Toby,Waterworth,30,Web Programmer,"Reading, Berkshire",4,4,NA,NA,NA,NA
Ali,Imdad,25,Charity worker,"Saltley, Birmingham",4,5,NA,NA,NA,NA
Beca,Lyne-Pirkis,31,Military Wives' Choir Singer,"Aldershot, Hampshire",4,5,"Chocolate, Cherry and Hazelnut Brownies",Tiered Macaron and Sugar Dough Biscuit Centrepiece,IN,5
Christine,Wallace,66,Director of an engraving company,"Didcot, Oxfordshire",4,5,Mixed Berry and Almond Crumble Traybake,Shortbread Bavarian Clock Tower,STAR BAKER,1
Deborah,Manger,51,Dentist,Peterborough,4,5,NA,NA,NA,NA
Frances,Quinn,31,Children's Clothes Designer,"Market Harborough, Leicestershire",4,5,Millionaire Banoffee Bonus,Biscuit Buttons and Beads,IN,3
Glenn,Cosby,37,English Teacher,"Teignmouth, Devon",4,5,Apricot and Pistachio Tiffin,Shortbread and Macaron Helter-Skelter,IN,2
Howard,Middleton,51,Council Worker,Sheffield,4,5,Breakfast Traybake,Japanese Pagoda Tea Tower,IN,8
Kimberley,Wilson,30,Psychologist,London,4,5,Cherry and Almond Bakewell Florentine Slice,Black and White Viennese Biscuit Stack,IN,7
Lucy,Bellamy,38,Horticulturist,"Grimsby, Lincolnshire",4,5,NA,NA,NA,NA
Mark,Onley,37,Carpenter and Kitchen Fitter,Milton Keynes,4,5,NA,NA,NA,NA
Robert,Smart,54,Space Satellite Designer,"Melbourn, Cambridgeshire",4,5,Blueberry & Orange Traybake,Dalek,OUT,4
Ruby,Tandoh,20,History of Art and Philosophy Student,"Southend, Essex",4,5,Blackberry and Lemon Bakewell Slice,'Dropped Ice-Cream' Biscuit Centrepiece,IN,6
Toby,Waterworth,30,Web Programmer,"Reading, Berkshire",4,5,NA,NA,NA,NA
Ali,Imdad,25,Charity worker,"Saltley, Birmingham",4,6,NA,NA,NA,NA
Beca,Lyne-Pirkis,31,Military Wives' Choir Singer,"Aldershot, Hampshire",4,6,Bara Brith,Chocolate and Rum-Soaked Prune BriochesCardamom Spiced Lemon Iced Buns,IN,6
Christine,Wallace,66,Director of an engraving company,"Didcot, Oxfordshire",4,6,Oxford Nutty Fruit Loaf,Schnecken BunsVanilla Custard Skolebrød,IN,4
Deborah,Manger,51,Dentist,Peterborough,4,6,NA,NA,NA,NA
Frances,Quinn,31,Children's Clothes Designer,"Market Harborough, Leicestershire",4,6,Chai Tea Loaf,Hot Cross BriochesRhubarb and Custard Kolaches,IN,2
Glenn,Cosby,37,English Teacher,"Teignmouth, Devon",4,6,Devonshire Panettone,Almond and Apricot BriochesSticky Caramel Kanelbullen,IN,5
Howard,Middleton,51,Council Worker,Sheffield,4,6,Date & Hemp Yorkshire Loaf,Peachy BunsGerman Baumschnecken,OUT,7
Kimberley,Wilson,30,Psychologist,London,4,6,Chai Spiced Ginger and Date Tea Loaf,Double Chocolate and Hazelnut BriochesDanish Kanelsnurrer,IN,3
Lucy,Bellamy,38,Horticulturist,"Grimsby, Lincolnshire",4,6,NA,NA,NA,NA
Mark,Onley,37,Carpenter and Kitchen Fitter,Milton Keynes,4,6,NA,NA,NA,NA
Robert,Smart,54,Space Satellite Designer,"Melbourn, Cambridgeshire",4,6,NA,NA,NA,NA
Ruby,Tandoh,20,History of Art and Philosophy Student,"Southend, Essex",4,6,Citrus Tea Loaf,Twisted Swedish KanelbullarSaffron St. Lucia Buns,STAR BAKER,1
Toby,Waterworth,30,Web Programmer,"Reading, Berkshire",4,6,NA,NA,NA,NA
Ali,Imdad,25,Charity worker,"Saltley, Birmingham",4,7,NA,NA,NA,NA
Beca,Lyne-Pirkis,31,Military Wives' Choir Singer,"Aldershot, Hampshire",4,7,Spring Lamb and Vegetable Suet Puddingwith Redcurrant Gravy,Nectarine and Frangipane SquaresChocolate and Hazelnut Vol-au-ventsStrawberries and Cream Mille-feuille,IN,1
Christine,Wallace,66,Director of an engraving company,"Didcot, Oxfordshire",4,7,Spotted Dick 'With a Kick'and Vanilla Custard Ice Cream,Eccles CakesFresh Fruit BasketsLemon Cream Eton Mess Mille-feuille,IN,6
Deborah,Manger,51,Dentist,Peterborough,4,7,NA,NA,NA,NA
Frances,Quinn,31,Children's Clothes Designer,"Market Harborough, Leicestershire",4,7,Figgy Roll-y Poly Puddingwith Caramelised Walnut and Honey Ice-Cream,French Framboise Cream HornsSheet Music Mille-feuilleBass Clef Palmiers,STAR BAKER,5
Glenn,Cosby,37,English Teacher,"Teignmouth, Devon",4,7,Prune and Armagnac Puddingwith Boozy Butterscotch Sauce,Caramelised Apple and Marzipan TartletsChocolate Elephant EarsPassion Fruit Mille-feuille,OUT,3
Howard,Middleton,51,Council Worker,Sheffield,4,7,NA,NA,NA,NA
Kimberley,Wilson,30,Psychologist,London,4,7,Barberry and Apple Spotted Dickwith Maple Syrup and White Chocolate Custard,"Pear, Malt and Butterscotch Mille-feuilleBlackberry and Lemon Verbena Crème Brûle Custard TartsFig, Orange and Thyme Galette",IN,4
Lucy,Bellamy,38,Horticulturist,"Grimsby, Lincolnshire",4,7,NA,NA,NA,NA
Mark,Onley,37,Carpenter and Kitchen Fitter,Milton Keynes,4,7,NA,NA,NA,NA
Robert,Smart,54,Space Satellite Designer,"Melbourn, Cambridgeshire",4,7,NA,NA,NA,NA
Ruby,Tandoh,20,History of Art and Philosophy Student,"Southend, Essex",4,7,Plum Jam Roly-Polywith Ginger Ice cream,Raspberry and Passion Fruit Mille-feuilleCaramelised Apple LatticePortuguese Custard Tarts,IN,2
Toby,Waterworth,30,Web Programmer,"Reading, Berkshire",4,7,NA,NA,NA,NA
Ali,Imdad,25,Charity worker,"Saltley, Birmingham",4,8,NA,NA,NA,NA
Beca,Lyne-Pirkis,31,Military Wives' Choir Singer,"Aldershot, Hampshire",4,8,"Potato, Spelt and Rosemary Focaccia",Spiced Butternut Squash and Pecan 'Cheese' Cake,IN,4
Christine,Wallace,66,Director of an engraving company,"Didcot, Oxfordshire",4,8,"Multi-Seeded Loaf with Pumpkin, Sesame and Sunflower Seeds",Sweet Potato Guitar with Passion Fruit Icing and Marshmallow Fondant,OUT,5
Deborah,Manger,51,Dentist,Peterborough,4,8,NA,NA,NA,NA
Frances,Quinn,31,Children's Clothes Designer,"Market Harborough, Leicestershire",4,8,'Chelsea Flour Show' Bun Bouquet,"Hidden Carrot Cake (Ground Praline, Beetroot and Walnut)",IN,3
Glenn,Cosby,37,English Teacher,"Teignmouth, Devon",4,8,NA,NA,NA,NA
Howard,Middleton,51,Council Worker,Sheffield,4,8,NA,NA,NA,NA
Kimberley,Wilson,30,Psychologist,London,4,8,Wild Garlic Pesto and Parma Ham Spelt Loaf,Butternut Squash and Spice Cake Toadstool House,IN,2
Lucy,Bellamy,38,Horticulturist,"Grimsby, Lincolnshire",4,8,NA,NA,NA,NA
Mark,Onley,37,Carpenter and Kitchen Fitter,Milton Keynes,4,8,NA,NA,NA,NA
Robert,Smart,54,Space Satellite Designer,"Melbourn, Cambridgeshire",4,8,NA,NA,NA,NA
Ruby,Tandoh,20,History of Art and Philosophy Student,"Southend, Essex",4,8,Mango and Nigella Seed Spelt Cob,Carrot Cake and Pistachio Garden Plot,STAR BAKER,1
Toby,Waterworth,30,Web Programmer,"Reading, Berkshire",4,8,NA,NA,NA,NA
Ali,Imdad,25,Charity worker,"Saltley, Birmingham",4,9,NA,NA,NA,NA
Beca,Lyne-Pirkis,31,Military Wives' Choir Singer,"Aldershot, Hampshire",4,9,Stilton and Walnut MacaronsBeetroot and Salmon Choux PuffsWelsh Rarebit Tartlets,Banoffee Opera Cake,OUT,3
Christine,Wallace,66,Director of an engraving company,"Didcot, Oxfordshire",4,9,NA,NA,NA,NA
Deborah,Manger,51,Dentist,Peterborough,4,9,NA,NA,NA,NA
Frances,Quinn,31,Children's Clothes Designer,"Market Harborough, Leicestershire",4,9,"Legume Canapés:
Chantenay CarrotsChoux Pastry TomatoesCauliflower Cheese Scones",Great British Soap Opera Cake,IN,2
Glenn,Cosby,37,English Teacher,"Teignmouth, Devon",4,9,NA,NA,NA,NA
Howard,Middleton,51,Council Worker,Sheffield,4,9,NA,NA,NA,NA
Kimberley,Wilson,30,Psychologist,London,4,9,Pea Purée TartsCrab and Wasabi ProfiterolesSteamed Buns with Barbecue Chicken,Passion Fruit and Lime Opera Cake,STAR BAKER,1
Lucy,Bellamy,38,Horticulturist,"Grimsby, Lincolnshire",4,9,NA,NA,NA,NA
Mark,Onley,37,Carpenter and Kitchen Fitter,Milton Keynes,4,9,NA,NA,NA,NA
Robert,Smart,54,Space Satellite Designer,"Melbourn, Cambridgeshire",4,9,NA,NA,NA,NA
Ruby,Tandoh,20,History of Art and Philosophy Student,"Southend, Essex",4,9,"Beetroot Jelly on Poppy Seed BiscuitsSpinach, Parmesan and Egg TartletsChoux Buns with Goat's Cheese and Caramelised Onions","Chocolate, Almond Praline and Saffron Opera Cake",IN,4
Toby,Waterworth,30,Web Programmer,"Reading, Berkshire",4,9,NA,NA,NA,NA
Ali,Imdad,25,Charity worker,"Saltley, Birmingham",4,10,NA,NA,NA,NA
Beca,Lyne-Pirkis,31,Military Wives' Choir Singer,"Aldershot, Hampshire",4,10,NA,NA,NA,NA
Christine,Wallace,66,Director of an engraving company,"Didcot, Oxfordshire",4,10,NA,NA,NA,NA
Deborah,Manger,51,Dentist,Peterborough,4,10,NA,NA,NA,NA
Frances,Quinn,31,Children's Clothes Designer,"Market Harborough, Leicestershire",4,10,Rainbow Picnic Pie,Midsummer Night's Dream Wedding Cake,WINNER,3
Glenn,Cosby,37,English Teacher,"Teignmouth, Devon",4,10,NA,NA,NA,NA
Howard,Middleton,51,Council Worker,Sheffield,4,10,NA,NA,NA,NA
Kimberley,Wilson,30,Psychologist,London,4,10,Chicken and Pig Pie,Languages of Love Wedding Cake,Runner-up,1
Lucy,Bellamy,38,Horticulturist,"Grimsby, Lincolnshire",4,10,NA,NA,NA,NA
Mark,Onley,37,Carpenter and Kitchen Fitter,Milton Keynes,4,10,NA,NA,NA,NA
Robert,Smart,54,Space Satellite Designer,"Melbourn, Cambridgeshire",4,10,NA,NA,NA,NA
Ruby,Tandoh,20,History of Art and Philosophy Student,"Southend, Essex",4,10,Picnic Basket Pie,"Raspberry, Lemon and Passion Fruit Wedding Cake",Runner-up,2
Toby,Waterworth,30,Web Programmer,"Reading, Berkshire",4,10,NA,NA,NA,NA
Chetna,Makan,35,Fashion Designer,"Broadstairs, Kent",5,1,"Cardamom, Pistachio and Coffee Swiss Roll",Tiered Victoria Sponges with Lemon Curd and Raspberry Cream,IN,3
Claire,Goodwin,31,Speech Therapist,"Ashton upon Mersey, Trafford",5,1,Chocolatey Orangey Swirly Roll,Mini Chocolate and Cherry Cakes,OUT,8
Diana,Beard,69,Women's Institute (WI) Judge,"Alkington, Shropshire",5,1,Mum's Sunday Tea Lemon Curd Swiss Roll,Chocolate Ganache Surprises,IN,5
Enwezor,Nzegwu,39,Business Consultant,"Portsmouth, Hampshire",5,1,Raspberry and Lemon Swiss Roll,Coffee and Walnut Battenberg Squares,IN,9
Iain,Watters,31,Construction Engineer,London/Belfast,5,1,Apricot and Basil Swiss Roll with Mascarpone and White Chocolate Cream,"Lemon Drizzle Cakes with Mascarpone Filling, Drizzled Icing, and Candied Lemon",IN,4
Jordan,Cox,32,IT Manager,"Sneinton, Nottingham",5,1,Kawaii Frasier Swiss Roll,Lemon Drizzle Cakes with Blueberry and Lemon Curd,IN,12
Kate,Henry,41,Furniture Restorer,"Brighton, East Sussex",5,1,Red Velvet and White Chocolate Swiss Roll,Mini Tiered Victoria Sponges,IN,6
Luis,Troyano,42,Graphic Designer,"Poynton, Cheshire",5,1,Spanish Swiss Roll,Raspberry and Lemon Genoise Slices with Lemon Drizzles,IN,7
Martha,Collison,17,Student,"Ascot, Berkshire",5,1,Tiramisu Swiss Roll,Mini Lemon and Thyme Drizzle Cakes,IN,2
